prenom;nom;jour_naissance;mois_naissance;annee_naissance;famille;ad1_numero;ad1_post_code;ad1_ville;ad1_street;ad1_type;ad1_Pays;ad2_numero;ad2_post_code;ad2_ville;ad2_street;ad2_type;ad2_Pays
Sadoc;Coisne;29;3;1935;Charles;40;87209;Miami;Pétain;Avenue;USA;73;26704;Marseilles;du Rock;Road;France
Sadoth;Coisne;6;6;1930;Charles;21;62858;Bordeaux;Pernetti;Avenue;Maroc;14;91248;Casablanca;Tahère;Road;USA
Saëns;CoolName;3;11;1945;Henry;97;47249;Casablanca;des Princes;Avenue;Grande-Bretagne;10;89182;New York;Tahère;Street;Grande-Bretagne
Safia;Bernard;2;7;1970;Charles;7;74057;Los Angeles;Paul Lelent;Boulevard;France;41;62942;Madrid;de Paris;DeadEnd;USA
Saïd;Petit;10;6;1996;Charles;18;50967;Marseilles;D'Aguesseau;Avenue;Grande-Bretagne;99;53919;Bath;du Rock;DeadEnd;USA
Saintain;Coisne;3;1;1981;Henry;98;90566;Miami;du Fion;DeadEnd;Grande-Bretagne;86;86798;Nantes;Gaité;Street;France
Sakura;Coisne;24;1;1961;Paul;18;80694;Londres;Tahère;Street;USA;52;58621;Lille;De Gaulle;Boulevard;Maroc
Salaberge;Petit;23;4;1949;Paul;69;51122;Nantes;Pernetti;Avenue;Grande-Bretagne;40;32043;Bordeaux;Semard;Avenue;France
Salaün;Bernard;13;6;2006;Henry;20;79392;Bath;du Rock;Boulevard;Maroc;63;85324;Marseilles;de la pompe;Street;Maroc
Saliha;Martin;2;1;1920;Henry;85;55210;Nantes;Gaité;Street;USA;28;77861;Madrid;de Paris;Road;Maroc
Salim;Petit;8;11;1995;Paul;93;68752;Marseilles;Zinedine Zidane;Road;Grande-Bretagne;16;46707;Los Angeles;D'Aguesseau;Boulevard;USA
Salomé;Martin;22;6;1936;Charles;86;61842;Miami;Voltaire;Boulevard;Grande-Bretagne;75;35326;Miami;Picasso;Avenue;Maroc
Salomée;CoolName;29;11;1962;Henry;20;31391;Marseilles;de la pompe;Street;Grande-Bretagne;60;39227;Los Angeles;de Ségur;Boulevard;USA
Salomon;CoolName;18;9;1920;Charles;10;46811;Casablanca;de Ségur;Street;France;20;74200;Bordeaux;Semard;DeadEnd;Grande-Bretagne
Salva;Martin;18;10;1944;Henry;86;60498;Cardiff;de Ségur;Road;USA;56;94863;Paris;Obama;Avenue;USA
Salvadore;Coisne;5;6;1981;Henry;97;23360;Paris;Caillard;Boulevard;France;80;17641;New York;de Paris;Road;Grande-Bretagne
Salvator;Bernard;7;10;1929;Charles;84;94870;Madrid;du Rock;Boulevard;Maroc;25;54639;Bath;Denfert;Road;Maroc
Salvatore;Martin;20;11;1948;Paul;6;49380;Cardiff;Picasso;Avenue;Maroc;74;54049;Bath;Semard;Boulevard;France
Salvé;Bernard;14;5;2013;Paul;17;36192;Londres;Picasso;DeadEnd;France;14;69487;Nantes;de Ségur;DeadEnd;Grande-Bretagne
Salvia;Petit;14;3;2006;Paul;31;44784;Londres;de Ségur;Street;France;72;70510;Bath;du Rock;Road;USA
Salvian;Martin;3;2;1934;Paul;91;27906;Bordeaux;Paul Lelent;Road;Grande-Bretagne;49;70960;Los Angeles;Caillard;Avenue;Grande-Bretagne
Salviane;Bernard;12;3;1978;Paul;78;76577;New York;Caillard;Avenue;Maroc;66;77101;Bordeaux;Picasso;Road;USA
Salvine;Martin;9;1;1941;Paul;51;77442;Casablanca;Paul Lelent;Road;France;74;47802;Bordeaux;Obama;Road;France
Salvy;Martin;7;4;1979;Henry;31;83680;Casablanca;Jean Jaurès;DeadEnd;France;75;99932;Cardiff;Charonne;Boulevard;USA
Sam;CoolName;25;11;1995;Henry;36;53047;Londres;de la pompe;DeadEnd;Maroc;92;68780;Miami;du Fion;Boulevard;Maroc
Samantha;Coisne;4;8;1977;Charles;43;23183;New York;Caillard;Boulevard;Maroc;79;23585;Marseilles;Caillard;Boulevard;Grande-Bretagne
Sametane;Martin;3;8;1971;Charles;97;28766;Los Angeles;de Ségur;Street;USA;4;44198;Bordeaux;de la pompe;Avenue;USA
Samia;Coisne;15;12;2005;Henry;97;99832;Bath;D'Aguesseau;Street;Maroc;97;91268;Lille;du Fion;Road;France
Samir;Petit;11;5;1983;Charles;66;58985;Paris;des Princes;Boulevard;France;25;21116;Los Angeles;Voltaire;DeadEnd;USA
Samira;Martin;20;12;1958;Henry;8;12554;Lille;Denfert;Avenue;France;57;40737;Bordeaux;Royale;Boulevard;Grande-Bretagne
Sammy;Bernard;5;12;1940;Henry;2;36738;New York;Tahère;Street;Maroc;18;67407;Lille;Paul Lelent;DeadEnd;USA
Samson;CoolName;20;4;1959;Charles;38;39534;Nantes;Zinedine Zidane;Boulevard;USA;10;68602;Lille;des Princes;DeadEnd;France
Samthann;Bernard;10;10;2005;Paul;41;67379;Nantes;Paul Lelent;DeadEnd;Maroc;84;12944;Marseilles;Obama;DeadEnd;Grande-Bretagne
Samuel;Bernard;29;4;1961;Henry;39;35355;Cardiff;D'Aguesseau;DeadEnd;Grande-Bretagne;27;20813;Madrid;Zinedine Zidane;Avenue;USA
Samy;Martin;2;11;1924;Charles;45;97451;Bath;Royale;Street;USA;72;27763;Londres;du Rock;Avenue;France
Sanche;CoolName;17;10;1936;Paul;68;86394;Cardiff;Semard;Boulevard;France;2;21277;Madrid;Semard;Avenue;Maroc
Sancho;Martin;8;11;1924;Paul;73;64078;Marseilles;Jean Jaurès;DeadEnd;France;7;50745;Madrid;Picasso;DeadEnd;Maroc
Sancie;CoolName;1;3;1984;Henry;93;24563;Londres;Royale;Boulevard;USA;32;96612;Lille;Tahère;Street;Maroc
Sander;Martin;25;3;1980;Paul;7;23679;Miami;Paul Lelent;Street;USA;2;14049;Miami;Royale;Boulevard;France
Sandie;Petit;24;7;2006;Paul;45;12722;Bordeaux;de Ségur;Boulevard;USA;9;16489;Nantes;Royale;Road;Maroc
Sandra;Bernard;21;8;1978;Charles;5;84593;Lille;de Ségur;Boulevard;Grande-Bretagne;54;34653;Londres;Jean Valjean;Road;Grande-Bretagne
Sandre;CoolName;17;4;1993;Paul;69;49092;Londres;Caillard;DeadEnd;USA;32;93803;Madrid;de Ségur;Avenue;Grande-Bretagne
Sandrine;Bernard;7;9;1997;Henry;96;98916;Madrid;Zinedine Zidane;Road;France;41;28262;Casablanca;Denfert;DeadEnd;Maroc
Sandro;Petit;23;1;1938;Henry;77;86511;Miami;de Paris;Avenue;Maroc;67;43233;Bordeaux;du Rock;DeadEnd;France
Sandy;Martin;11;12;1948;Paul;87;75652;Paris;Paul Lelent;Boulevard;France;44;96227;Madrid;Zinedine Zidane;Street;Maroc
Tadeg;CoolName;13;9;1967;Paul;77;14025;Marseilles;Tahère;Road;Maroc;82;11942;Casablanca;du Rock;Street;France
Taïs;Bernard;7;4;1947;Henry;99;69040;Cardiff;Voltaire;Avenue;USA;78;18937;Bordeaux;Paul Lelent;DeadEnd;Grande-Bretagne
Talia;Bernard;3;4;1920;Henry;24;37330;Marseilles;De Gaulle;Boulevard;Maroc;38;58701;Los Angeles;Semard;DeadEnd;Grande-Bretagne
Talitha;Martin;12;5;1925;Paul;6;81683;Bordeaux;Pétain;Street;Grande-Bretagne;89;55510;Lille;Charonne;Boulevard;USA
Talna;Petit;15;4;2002;Henry;99;58345;Bordeaux;du Rock;Road;Grande-Bretagne;89;11932;Los Angeles;Gaité;Avenue;USA
Talya;CoolName;11;7;1975;Henry;55;78828;Bordeaux;de Paris;Street;France;44;97267;Bath;Jean Jaurès;Avenue;USA
Tamara;Bernard;17;6;1988;Paul;63;46654;Casablanca;de Paris;Boulevard;USA;39;33509;Bath;Tahère;Boulevard;Maroc
Tamiris;Bernard;27;11;1987;Henry;34;27289;Miami;du Rock;DeadEnd;France;45;92725;Lille;Charonne;Avenue;Grande-Bretagne
Tamylee;Martin;2;9;1989;Charles;44;76420;Paris;Gaité;Street;Maroc;52;44501;Madrid;De Gaulle;Avenue;France
Tanagra;Coisne;21;4;1935;Charles;48;71910;Nantes;Semard;Avenue;USA;25;14822;Miami;De Gaulle;DeadEnd;Maroc
Tanaïs;CoolName;19;10;1991;Charles;76;27289;Casablanca;Tahère;Road;USA;40;64047;Madrid;Jean Jaurès;Street;France
Tancelin;CoolName;1;5;1956;Paul;53;65587;Madrid;D'Aguesseau;DeadEnd;Grande-Bretagne;46;80358;Bordeaux;Tahère;Avenue;Maroc
Tanche;Petit;19;4;2013;Henry;3;67185;Londres;Picasso;Street;Grande-Bretagne;91;80835;Lille;Tahère;Street;Maroc
Tancrède;Martin;23;10;2009;Henry;74;69969;Bath;Charonne;Avenue;Grande-Bretagne;38;15133;New York;Pétain;Avenue;Maroc
Tangi;Bernard;8;11;2008;Paul;8;54671;Lille;Gaité;Road;Maroc;81;85705;Marseilles;Voltaire;Avenue;USA
Tangui;CoolName;15;1;1981;Paul;44;33489;Paris;de la pompe;Street;Maroc;41;52762;Londres;D'Aguesseau;DeadEnd;Maroc
Tanguy;Coisne;26;4;1924;Paul;44;84303;New York;Picasso;Street;Grande-Bretagne;23;59289;Nantes;Picasso;DeadEnd;Grande-Bretagne
Tania;Coisne;13;5;1919;Henry;3;21417;Marseilles;Gaité;Street;Grande-Bretagne;40;66897;Cardiff;Jean Jaurès;Street;France
Tanja;Coisne;16;7;1936;Henry;13;11056;Lille;Pernetti;Road;France;46;22381;Madrid;Picasso;DeadEnd;France
Tanneguy;CoolName;6;5;1968;Henry;86;40932;Lille;des Princes;DeadEnd;USA;26;53866;Marseilles;Zinedine Zidane;Road;Grande-Bretagne
Tany;Bernard;22;5;1915;Henry;12;71879;Nantes;Picasso;DeadEnd;USA;57;64429;Bath;De Gaulle;Road;France
Tanya;Martin;5;11;2016;Henry;3;88892;Nantes;Caillard;Street;Grande-Bretagne;38;59366;Lille;D'Aguesseau;Avenue;Maroc
Tao;CoolName;2;1;2012;Charles;36;97982;New York;Pernetti;Boulevard;France;49;96761;Cardiff;Paul Lelent;Boulevard;Grande-Bretagne
Tara;CoolName;28;1;1924;Paul;13;81885;New York;Voltaire;Boulevard;Maroc;71;73882;Bath;Zinedine Zidane;Street;Maroc
Taraise;Martin;29;6;1951;Charles;55;79994;Londres;Tahère;Avenue;USA;58;38808;Los Angeles;Voltaire;Avenue;USA
Tarcisius;CoolName;28;9;1957;Charles;93;22052;Nantes;Pernetti;Avenue;Maroc;64;53974;Nantes;des Princes;Road;USA
Tarsicius;Martin;22;3;1932;Paul;79;97776;Paris;Tahère;DeadEnd;Grande-Bretagne;57;77972;Bath;Charonne;Road;Grande-Bretagne
Tatia;Bernard;20;2;2008;Charles;41;25825;Marseilles;Denfert;Street;Maroc;20;81498;Bordeaux;De Gaulle;Street;USA
Tatiana;Bernard;5;1;1970;Henry;3;25382;Cardiff;Picasso;Street;USA;98;18027;Nantes;Tahère;Avenue;Maroc
Tatien;Coisne;3;7;1932;Paul;59;40855;Nantes;Semard;Boulevard;Maroc;80;46102;Cardiff;Tahère;Avenue;Grande-Bretagne
Tatienne;Petit;8;10;1941;Charles;80;83842;Bath;Picasso;Boulevard;Grande-Bretagne;15;22735;Bath;Caillard;DeadEnd;France
Taylor;Bernard;5;2;1983;Charles;61;83880;Bath;Denfert;Road;France;46;64621;Marseilles;Picasso;Road;Maroc
Ted;Coisne;23;5;1962;Henry;64;33648;Londres;Charonne;Street;USA;67;65822;Madrid;Caillard;Boulevard;Grande-Bretagne
Teddy;Bernard;22;4;1947;Paul;86;26625;New York;Jean Valjean;Boulevard;Grande-Bretagne;81;87281;Bath;de la pompe;Avenue;Maroc
Tehani;Petit;23;7;2001;Paul;83;50056;Madrid;Denfert;Street;Grande-Bretagne;86;75705;Lille;Caillard;Road;Grande-Bretagne
Teiva;Petit;7;11;1948;Charles;28;15256;Lille;Pernetti;Road;France;77;41863;Bath;Denfert;Avenue;Grande-Bretagne
Télémaque;Martin;17;4;1927;Henry;39;65480;Londres;Semard;Boulevard;USA;13;99161;Cardiff;D'Aguesseau;Street;France
Télésphore;Petit;6;7;1949;Paul;36;95132;Marseilles;Royale;Avenue;France;64;70542;Cardiff;de Paris;DeadEnd;Maroc
Télio;CoolName;29;6;1999;Henry;61;56626;Bordeaux;Pernetti;Street;USA;97;53294;Los Angeles;Jean Jaurès;Boulevard;Grande-Bretagne
Téo;CoolName;6;9;1927;Paul;78;21939;Londres;D'Aguesseau;Road;Maroc;19;20342;Nantes;Obama;Road;Maroc
Teodora;Bernard;11;4;1917;Henry;79;19367;Cardiff;du Fion;Avenue;USA;40;51472;Los Angeles;Voltaire;DeadEnd;France
Teodoro;Coisne;24;8;1969;Charles;78;85820;Casablanca;Tahère;Road;Grande-Bretagne;26;82388;Paris;des Princes;Road;Grande-Bretagne
Tercius;Petit;25;3;1983;Henry;59;15860;New York;du Rock;Boulevard;Grande-Bretagne;85;36965;Paris;Pétain;Street;USA
Térence;Petit;7;2;1982;Paul;20;85136;Londres;de Paris;Avenue;France;3;81035;Lille;Picasso;Boulevard;USA
Térésa;Bernard;15;12;1920;Charles;24;59042;Madrid;Jean Jaurès;DeadEnd;Grande-Bretagne;61;93343;Cardiff;des Princes;Avenue;USA
Térésina;Coisne;23;6;1991;Paul;77;83023;Cardiff;Zinedine Zidane;DeadEnd;USA;5;93433;Paris;Caillard;Road;USA
Terèso;Petit;9;12;1917;Paul;76;17001;Los Angeles;de Ségur;Boulevard;USA;74;81648;Marseilles;D'Aguesseau;Boulevard;Maroc
Terry;Martin;18;9;2002;Charles;31;26143;Nantes;Semard;Boulevard;Grande-Bretagne;56;35511;Cardiff;Gaité;Boulevard;France
Tess;Petit;11;8;2017;Charles;24;56660;Los Angeles;Semard;Street;Maroc;95;94408;Miami;de Paris;Avenue;Grande-Bretagne
Tessa;Bernard;19;11;1989;Henry;54;55711;Lille;du Fion;Avenue;Maroc;75;75473;Cardiff;Jean Jaurès;Road;Maroc
Teva;Martin;25;9;1970;Paul;47;70057;Londres;des Princes;Street;Grande-Bretagne;74;81452;Bordeaux;Voltaire;Avenue;USA
Ugo;Petit;3;1;2018;Paul;74;52752;Bath;Jean Valjean;Avenue;Grande-Bretagne;12;19849;Nantes;Charonne;Avenue;France
Uhaina;Martin;19;5;1987;Charles;58;76606;Cardiff;Obama;Boulevard;USA;48;29476;Paris;Jean Jaurès;Road;Grande-Bretagne
Ulpiano;Martin;30;11;1994;Paul;26;54331;Nantes;Paul Lelent;Boulevard;France;28;21629;Miami;des Princes;DeadEnd;Maroc
Ulric;Coisne;27;5;1994;Charles;19;51377;Casablanca;Voltaire;Avenue;Maroc;11;45566;Cardiff;Gaité;Boulevard;France
Ulrica;CoolName;8;10;1992;Paul;48;37767;Los Angeles;Caillard;Boulevard;Grande-Bretagne;58;96945;Cardiff;Obama;DeadEnd;Maroc
Ulrich;Petit;7;5;1949;Paul;51;52309;Los Angeles;Pernetti;Boulevard;France;28;21367;Paris;Obama;DeadEnd;Maroc
Ulrik;Bernard;5;10;1930;Henry;44;27424;Casablanca;Gaité;Street;Grande-Bretagne;42;42239;Londres;Caillard;Avenue;Maroc
Ultan;CoolName;22;1;1983;Henry;80;37997;Bordeaux;Denfert;Boulevard;France;59;36265;Bordeaux;D'Aguesseau;Avenue;Maroc
Ultane;Coisne;19;1;1954;Paul;21;94052;Bordeaux;Zinedine Zidane;Road;USA;42;62400;Lille;de la pompe;Boulevard;France
Ulysse;Bernard;30;10;1928;Paul;45;14230;Nantes;Charonne;Street;Grande-Bretagne;36;63907;Cardiff;Picasso;DeadEnd;Grande-Bretagne
Ulyssia;Bernard;29;11;1944;Paul;69;92092;Los Angeles;Tahère;Street;France;58;50496;Londres;de Ségur;Boulevard;France
Umberto;Bernard;6;10;1974;Paul;21;60677;Casablanca;D'Aguesseau;DeadEnd;USA;14;32023;Los Angeles;Paul Lelent;Boulevard;Maroc
Umbria;Petit;4;9;2001;Paul;37;64784;Paris;Voltaire;DeadEnd;Maroc;9;56965;Bath;D'Aguesseau;Road;USA
Umbrina;Martin;20;2;1965;Henry;68;47081;Cardiff;Tahère;Avenue;Maroc;50;68329;Londres;Denfert;DeadEnd;Maroc
Unai;Coisne;28;12;1965;Charles;78;40394;Miami;Zinedine Zidane;Road;Maroc;93;52491;Paris;D'Aguesseau;Road;Maroc
Urbain;CoolName;27;2;1932;Henry;90;37959;Casablanca;Paul Lelent;Street;France;96;95423;Bath;Charonne;Avenue;USA
Urban;Coisne;18;12;1932;Paul;90;44548;Londres;Tahère;Avenue;Grande-Bretagne;66;90315;Londres;Pernetti;Street;Grande-Bretagne
Urbanie;Martin;2;9;1916;Paul;16;14013;Casablanca;Charonne;DeadEnd;Maroc;72;61938;Londres;D'Aguesseau;Road;USA
Urbanilla;Coisne;19;3;2001;Henry;62;73253;Bath;Picasso;Boulevard;Grande-Bretagne;3;57433;New York;Royale;DeadEnd;Maroc
Urcisse;Bernard;21;8;2011;Henry;43;89004;Casablanca;Charonne;Boulevard;Maroc;27;51787;Bordeaux;Jean Valjean;DeadEnd;Grande-Bretagne
Uriel;Petit;2;11;1977;Henry;84;32452;Lille;Jean Valjean;Road;USA;4;15542;Cardiff;Zinedine Zidane;DeadEnd;France
Urielle;CoolName;28;2;2018;Paul;35;12952;Bordeaux;Royale;Avenue;Grande-Bretagne;81;80395;Cardiff;Caillard;Avenue;Grande-Bretagne
Urs;Coisne;12;10;1959;Henry;7;21572;Londres;Gaité;Street;Maroc;36;26294;Bordeaux;des Princes;Boulevard;USA
Ursa;Martin;16;2;1958;Henry;27;15963;Bordeaux;Royale;DeadEnd;USA;55;92745;Casablanca;Caillard;Road;Grande-Bretagne
Ursan;Bernard;29;8;2017;Paul;37;74700;Paris;Charonne;Road;Maroc;77;14089;Madrid;Pétain;Road;USA
Ursanne;Bernard;12;1;2002;Henry;94;56866;Bath;Royale;DeadEnd;France;90;98568;Madrid;de Paris;Boulevard;Maroc
Ursicin;Coisne;10;8;2005;Charles;18;28876;Lille;Charonne;Street;France;92;17582;Madrid;de Paris;Boulevard;France
Ursilla;Martin;27;11;1951;Paul;94;53014;Casablanca;D'Aguesseau;Avenue;France;54;75059;Paris;Voltaire;Boulevard;Maroc
Ursin;Bernard;3;11;1994;Henry;46;35910;Los Angeles;de Paris;DeadEnd;Maroc;30;78393;Marseilles;Gaité;Street;Grande-Bretagne
Ursmer;Petit;4;1;1923;Paul;43;46548;Miami;Picasso;Avenue;USA;60;29697;Londres;Picasso;Road;USA
Ursula;Bernard;7;4;1989;Paul;54;24450;Bath;des Princes;Street;Grande-Bretagne;95;85530;Nantes;de Paris;Boulevard;Maroc
Vadim;Martin;14;5;1989;Henry;51;19301;New York;Charonne;DeadEnd;Maroc;81;87820;Marseilles;Voltaire;Avenue;USA
Valbert;Martin;11;6;2001;Henry;63;28906;Marseilles;Obama;Avenue;USA;4;28399;Los Angeles;Gaité;Boulevard;USA
Valda;Bernard;30;1;1953;Paul;11;67181;New York;de la pompe;DeadEnd;Maroc;82;57093;Los Angeles;du Rock;Boulevard;France
Valdenar;CoolName;24;2;1919;Charles;89;52182;Madrid;Jean Valjean;Boulevard;France;26;89527;Marseilles;Pétain;Street;Maroc
Valence;Bernard;17;11;1951;Charles;79;35572;Madrid;Jean Jaurès;DeadEnd;USA;84;39385;Nantes;de Ségur;Avenue;France
Valens;Coisne;3;12;1932;Charles;99;71025;Nantes;des Princes;Road;France;88;23219;Marseilles;Charonne;DeadEnd;USA
Valentia;CoolName;7;12;2013;Paul;4;74038;Bath;de Paris;Street;France;97;17571;Lille;Royale;Avenue;France
Valentiane;Petit;1;7;1964;Henry;63;59554;Los Angeles;Tahère;DeadEnd;USA;14;95078;New York;Pernetti;Street;France
Valentin;Bernard;16;3;1934;Henry;49;88177;Madrid;Semard;Street;France;86;53455;Paris;Denfert;Boulevard;USA
Valentina;Petit;24;10;1947;Charles;22;65980;Paris;du Fion;Street;France;79;73308;Madrid;Charonne;Street;Grande-Bretagne
Valentine;Petit;27;12;1935;Henry;68;44026;Nantes;Charonne;Avenue;USA;30;33501;Los Angeles;D'Aguesseau;DeadEnd;France
Valentino;CoolName;24;5;1921;Charles;36;54185;Bordeaux;Royale;DeadEnd;Maroc;53;41506;Marseilles;Charonne;Avenue;USA
Valère;CoolName;1;3;1940;Paul;85;91445;Paris;D'Aguesseau;Avenue;France;1;50614;Miami;des Princes;Boulevard;France
Valéri;Martin;30;6;2018;Charles;44;50353;Londres;Obama;Boulevard;France;43;21096;Los Angeles;Royale;Boulevard;Grande-Bretagne
Valeria;CoolName;14;4;1950;Henry;85;49186;New York;Gaité;Road;France;65;70436;New York;Caillard;Boulevard;USA
Valéria;CoolName;24;12;1942;Henry;2;75285;Bordeaux;Zinedine Zidane;DeadEnd;France;46;49858;Miami;Semard;Avenue;Grande-Bretagne
Valérian;Bernard;10;6;1964;Paul;97;12177;Londres;De Gaulle;Avenue;Grande-Bretagne;97;61085;Bordeaux;des Princes;Avenue;Maroc
Valériane;Coisne;6;7;1988;Charles;85;86004;New York;Royale;DeadEnd;France;4;61836;Lille;Paul Lelent;DeadEnd;USA
Valérie;Bernard;13;9;1966;Paul;67;22564;Los Angeles;Zinedine Zidane;Road;Maroc;94;34428;Bordeaux;du Fion;Boulevard;Grande-Bretagne
Valérien;CoolName;19;2;1928;Charles;59;84870;Lille;Obama;Avenue;Grande-Bretagne;59;25783;Madrid;Voltaire;DeadEnd;Grande-Bretagne
Valerio;CoolName;5;4;2008;Henry;42;56816;Lille;de Paris;Road;Maroc;53;76589;Nantes;Royale;Boulevard;USA
Valéry;Bernard;10;3;1983;Charles;67;98310;Paris;Jean Jaurès;Street;Grande-Bretagne;69;54067;Nantes;Charonne;Street;France
Valière;Martin;24;2;1956;Paul;19;13144;Bath;Obama;Road;Maroc;39;77407;Madrid;Zinedine Zidane;Road;France
Vallonia;Martin;25;12;1986;Paul;99;14687;Bordeaux;Jean Jaurès;Boulevard;Maroc;53;40720;Lille;du Rock;Boulevard;France
Valtrude;CoolName;11;10;1982;Charles;90;80235;Bordeaux;Picasso;Avenue;Grande-Bretagne;58;99990;Cardiff;D'Aguesseau;Avenue;Grande-Bretagne
Vaneng;Coisne;19;12;1948;Paul;20;20569;Bath;D'Aguesseau;Street;Maroc;33;76519;Marseilles;Obama;Boulevard;France
Vanessa;CoolName;28;5;1990;Charles;16;34033;Lille;Royale;Avenue;France;60;33770;Bath;Jean Valjean;DeadEnd;Maroc
Vania;Petit;25;11;1962;Charles;2;37857;Casablanca;Jean Valjean;DeadEnd;USA;90;64867;Casablanca;D'Aguesseau;Road;USA
Vanille;CoolName;29;8;1998;Henry;13;98659;Los Angeles;Tahère;Boulevard;Maroc;61;56930;Madrid;Royale;Boulevard;France
Vanina;Coisne;18;4;1965;Paul;45;71806;Cardiff;Gaité;DeadEnd;Maroc;17;26676;Paris;Pétain;Street;USA
Vanne;CoolName;24;9;1970;Paul;40;80410;Los Angeles;de Paris;Avenue;USA;60;31897;Londres;Obama;Road;Maroc
Vaodez;Bernard;20;12;1920;Henry;71;17334;Marseilles;Royale;Road;Grande-Bretagne;17;46565;Los Angeles;de Ségur;Boulevard;USA
Varghese;Coisne;7;7;2012;Henry;61;73961;Cardiff;du Fion;Road;Maroc;47;55917;Miami;Picasso;Boulevard;Maroc
Varvara;Martin;8;6;1942;Charles;63;96638;Los Angeles;Caillard;Street;France;22;35704;Lille;Zinedine Zidane;Avenue;Grande-Bretagne
Vasco;CoolName;8;1;1982;Charles;17;66845;Paris;des Princes;Avenue;USA;64;22361;Los Angeles;Gaité;Street;France
Vasileios;Bernard;23;11;2009;Henry;35;41442;Miami;Zinedine Zidane;Street;France;34;74515;Los Angeles;Pernetti;Boulevard;Grande-Bretagne
Vassili;Coisne;1;9;1959;Henry;82;17782;New York;Paul Lelent;Avenue;USA;98;41801;Paris;D'Aguesseau;Street;USA
Vassilissa;CoolName;13;10;1976;Henry;91;16597;Bordeaux;De Gaulle;Road;France;59;63027;Cardiff;du Rock;Avenue;Grande-Bretagne
Vélina;Petit;21;12;1931;Charles;91;42334;Marseilles;Voltaire;Street;Maroc;53;74792;Madrid;Voltaire;Boulevard;Grande-Bretagne
Venance;Martin;30;4;2002;Henry;83;19313;Cardiff;Jean Jaurès;Avenue;Grande-Bretagne;50;62692;New York;Paul Lelent;Road;USA
Venant;Martin;16;4;1981;Henry;97;72498;New York;Zinedine Zidane;Boulevard;France;98;30637;Bordeaux;Semard;Street;USA
Venceslas;CoolName;3;6;1985;Paul;96;17258;Bordeaux;du Fion;Street;Maroc;42;55642;Miami;Tahère;Road;France
Venise;Martin;9;5;2009;Charles;73;24989;Nantes;Voltaire;Avenue;France;97;29646;Bath;Semard;DeadEnd;USA
Venturin;Coisne;22;7;2014;Charles;64;88414;Marseilles;Pernetti;Boulevard;France;27;80475;New York;Gaité;Avenue;USA
Venturino;Bernard;5;5;1966;Henry;52;12564;Cardiff;Zinedine Zidane;Boulevard;Maroc;75;36674;Madrid;Voltaire;Road;Grande-Bretagne
Vera;Bernard;22;3;1981;Charles;51;11794;Marseilles;du Fion;Street;France;58;30209;Nantes;Paul Lelent;Road;Maroc
Véran;CoolName;21;6;2009;Paul;17;92961;Miami;de la pompe;Street;USA;49;48259;Miami;Zinedine Zidane;Boulevard;Grande-Bretagne
Vérane;Petit;14;4;1964;Charles;30;67648;Cardiff;Charonne;DeadEnd;France;40;33473;Lille;Picasso;Avenue;France
Vérania;Coisne;1;8;1973;Paul;31;81615;Lille;Picasso;Avenue;France;4;24762;Nantes;de Paris;Boulevard;Grande-Bretagne
Véranina;Martin;7;2;1915;Paul;72;32958;Nantes;Caillard;Road;France;36;74614;Madrid;Jean Valjean;Street;Grande-Bretagne
Verdiane;CoolName;19;6;2008;Henry;3;19782;Lille;Voltaire;Avenue;USA;21;22435;Londres;du Fion;Road;France
Verena;Petit;30;7;1980;Paul;51;49718;Nantes;Jean Jaurès;Street;Maroc;40;85389;Paris;Pétain;Street;USA
Waldemar;Coisne;29;8;1951;Henry;81;24308;Lille;du Fion;Avenue;USA;6;23323;Lille;Paul Lelent;Boulevard;USA
Walder;Martin;27;11;1990;Paul;57;30883;Bath;du Fion;Avenue;USA;18;73867;Nantes;du Rock;Boulevard;Maroc
Waldy;Coisne;26;10;2000;Paul;36;97707;Nantes;Semard;Boulevard;Maroc;34;99505;Bath;De Gaulle;Boulevard;Grande-Bretagne
Walfrid;Petit;26;2;1949;Paul;54;37426;Lille;du Fion;Boulevard;USA;90;69620;Lille;Semard;Boulevard;USA
Walfroy;Martin;3;11;1930;Henry;98;93125;New York;de Ségur;Street;USA;57;22367;Los Angeles;Tahère;Street;Grande-Bretagne
Wallerand;Petit;2;7;1964;Charles;68;99004;Bath;de Ségur;Avenue;Grande-Bretagne;99;48801;Londres;de Paris;Avenue;Grande-Bretagne
Walter;Bernard;3;12;1989;Henry;61;71359;New York;D'Aguesseau;DeadEnd;Maroc;48;62734;Nantes;Paul Lelent;Road;USA
Walther;Bernard;3;2;1919;Charles;36;48969;Bordeaux;Denfert;DeadEnd;Maroc;90;17297;Paris;Pétain;Boulevard;France
Wanda;Bernard;15;1;1989;Charles;41;57774;Los Angeles;Jean Valjean;DeadEnd;USA;58;25579;New York;Royale;Street;Maroc
Wandrille;Petit;6;3;1999;Charles;46;73433;Marseilles;Pétain;Boulevard;Maroc;64;46898;Madrid;Zinedine Zidane;DeadEnd;Grande-Bretagne
Wandy;CoolName;8;6;1985;Charles;25;55293;Madrid;du Fion;Road;Grande-Bretagne;95;44900;Bordeaux;Jean Valjean;Avenue;Grande-Bretagne
Warren;Petit;20;8;1947;Henry;61;91603;Miami;D'Aguesseau;DeadEnd;Grande-Bretagne;38;83466;Cardiff;Jean Jaurès;Road;USA
